Cod IBGE,UF,Município,População Estimada - 2017
2412559,RN,SÃO MIGUEL DO GOSTOSO,9606
2412609,RN,SÃO PAULO DO POTENGI,17572
2412708,RN,SÃO PEDRO,6139
2412807,RN,SÃO RAFAEL,8343
2412906,RN,SÃO TOMÉ,11223
2413003,RN,SÃO VICENTE,6469
2413102,RN,SENADOR ELÓI DE SOUZA,6188
2410306,RN,SERRA CAIADA,10099
2413300,RN,SERRA DE SÃO BENTO,5870
2413359,RN,SERRA DO MEL,11838
2413409,RN,SERRA NEGRA DO NORTE,8175
2413508,RN,SERRINHA,6422
2413557,RN,SERRINHA DOS PINTOS,4841
2413607,RN,SEVERIANO MELO,3150
2413706,RN,SÍTIO NOVO,5528
2413805,RN,TABOLEIRO GRANDE,2566
2413904,RN,TAIPU,12428
2414001,RN,TANGARÁ,15866
2414100,RN,TENENTE ANANIAS,10814
2414159,RN,TENENTE LAURENTINO CRUZ,5912
2411056,RN,TIBAU,4100
2414308,RN,TIMBAÚBA DOS BATISTAS,2437
2414407,RN,TOUROS,34043
2414456,RN,TRIUNFO POTIGUAR,3327
2414506,RN,UMARIZAL,10781
2414605,RN,UPANEMA,14609
2414704,RN,VÁRZEA,5554
2414753,RN,VENHA-VER,4187
2414803,RN,VERA CRUZ,12371
2414902,RN,VIÇOSA,1731
2800100,SE,AMPARO DE SÃO FRANCISCO,2390
2800209,SE,AQUIDABÃ,21589
2801108,SE,CANHOBA,4058
2801207,SE,CANINDÉ DE SÃO FRANCISCO,29372
2801405,SE,CARIRA,21842
2801603,SE,CEDRO DE SÃO JOÃO,5933
2801900,SE,CUMBE,4012
2802205,SE,FEIRA NOVA,5616
2802304,SE,FREI PAULO,15349
2802403,SE,GARARU,11736
2802601,SE,GRACHO CARDOSO,5870
2803104,SE,ITABI,4988
2803708,SE,MACAMBIRA,6920
2804201,SE,MONTE ALEGRE DE SERGIPE,15177
2804458,SE,NOSSA SENHORA APARECIDA,8869
2804508,SE,NOSSA SENHORA DA GLÓRIA,36613
2804607,SE,NOSSA SENHORA DAS DORES,26624
2804706,SE,NOSSA SENHORA DE LOURDES,6530
2805000,SE,PEDRA MOLE,3254
2805208,SE,PINHÃO,6556
2805406,SE,POÇO REDONDO,34529
2805505,SE,POÇO VERDE,23740
2805604,SE,PORTO DA FOLHA,28735
2805703,SE,PROPRIÁ,29834
2806008,SE,RIBEIRÓPOLIS,18641
2807006,SE,SÃO MIGUEL DO ALEIXO,3943
2807105,SE,SIMÃO DIAS,40838
2807303,SE,TELHA,3221
2807402,SE,TOBIAS BARRETO,52156
